backbone,candidate_id,effector,vLRR_Interface,n_models,af3_global_iptm_mean,af3_global_ptm_mean,af3_ranking_score_mean,pairwise_iptm_nlr_effector_mean,pairwise_pae_min_nlr_to_effector_mean,pairwise_pae_min_effector_to_nlr_mean,iLIS_mean,LIS_mean,cLIS_mean,LIA_mean,cLIA_mean,iLIA_mean,iLISA_mean,afm_lis_ipSAE_crosscheck_mean,ipSAE_official_max_mean,ipSAE_official_d0dom_max_mean,ipSAE_official_d0chn_max_mean,ipSAE_official_nlr_to_effector_mean,ipSAE_official_effector_to_nlr_mean,pDockQ_official_mean,pDockQ2_official_mean,contact_prob_max_mean,contact_prob_mean_mean,n_contact_pairs_gt0.3_mean,n_contact_pairs_gt0.5_mean,vLRR_fraction_mean,vLRR_cLIR_n_in_range_mean,nlr_pLDDT_mean,effector_pLDDT_mean,LIR_nlr_mean,LIR_effector_mean,cLIR_nlr_mean,cLIR_effector_mean,LIpLDDT_nlr_mean,LIpLDDT_effector_mean,cLIpLDDT_nlr_mean,cLIpLDDT_effector_mean,nlr_intra_PAE_mean_mean,nlr_intra_PAE_median_mean,nlr_intra_PAE_p90_mean,effector_intra_PAE_mean_mean,effector_intra_PAE_median_mean,effector_intra_PAE_p90_mean,PAE_nlr_to_effector_mean_mean,PAE_nlr_to_effector_min_mean,PAE_effector_to_nlr_mean_mean,PAE_effector_to_nlr_min_mean,AB_heavy_atom_clash_pairs_lt1p5A_mean,AB_min_heavy_atom_distance_A_mean,SASA_nlr_A2_mean,SASA_effector_A2_mean,SASA_AB_A2_mean,BSA_total_A2_mean,BSA_interface_area_A2_mean,BSA_fraction_combined_mean,n_tokens_nlr_mean,n_tokens_effector_mean,n_tokens_atp_mean,iface_res_nlr_n_mean,iface_res_effector_n_mean,geometric_contact_pairs_lt4p5A_mean,AB_heavy_atom_clash_pairs_lt1p5A_max,iLIS_median,iLIS_sd,ipSAE_official_max_median,ipSAE_official_max_sd,n_contact_pairs_gt0.3_median,n_contact_pairs_gt0.3_sd,contact_prob_max_median,contact_prob_max_sd,vLRR_fraction_median,vLRR_fraction_sd,AB_heavy_atom_clash_pairs_lt1p5A_median,AB_heavy_atom_clash_pairs_lt1p5A_sd,cLIR_consistency_nlr_jaccard,cLIR_consistency_effector_jaccard,interface_consistency_mean,models_with_cLIR,interface_model_support_fraction,models_with_iLIS_gt0,af3_has_clash_n,n_models_with_clash,critical_metric_missing_n,vLRR_class_computed,vLRR_class_agreement,ranking_mode,vLRR_fallback_to_manual,annotation_warning,ipsae_header_parsed,BSA_method,suggested_rank_within_backbone,rank_within_effector,n_in_effector_group,QC_status,QC_notes
Rx,53,sre19,Yes,5,0.546,0.7060000000000001,0.6079999999999999,0.262,17.686,19.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05288,0.00902,0.12,0.001274131274131274,0.0,0.0,,,72.96,32.88,0.0,0.0,0.0,0.0,,,,,15.566951793968745,14.419999999999998,29.18,17.631321732691596,19.060000000000002,24.94,24.6084402198809,17.68,29.22379098226556,19.220000000000002,0.0,2.057554932423864,,,,4061.614405265481,2030.8072026327404,,826.0,74.0,31.0,48.2,40.4,93.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,,,0.0,0.0,0.4151360182215641,0.39640950482961196,0.40577276152558805,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,11,1,2,PASS,
Rx,WT,pvxcp,Yes,5,0.484,0.718,0.556,0.26,13.95,19.913999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09484000000000001,0.0101,0.11000000000000001,0.0004512726282836532,0.0,0.0,,,78.78,55.98,0.0,0.0,0.0,0.0,,,,,14.355050392311494,13.720000000000002,26.3,17.402724759111855,20.240000000000002,28.619999999999997,25.579559684224854,13.959999999999999,29.852672247175718,19.92,0.6,1.4091742095898705,,,,2779.10924117269,1389.554620586345,,948.0,155.0,31.0,35.2,31.2,59.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.5515838457795457e-17,,,0.0,0.8944271909999157,0.4058981268799743,0.38379366069604154,0.39484589378800794,5,1.0,0,0,2,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,12,1,1,PASS,
Rx,52,sre19,Yes,5,0.5,0.66,0.5619999999999999,0.21999999999999997,19.857999999999997,19.646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03834,0.00876,0.2,0.0012741762741762743,0.0,0.0,,,70.78,32.84,0.0,0.0,0.0,0.0,,,,,17.349468275792663,16.82,29.640000000000004,18.14705664568678,20.06,25.46,26.588321048321053,19.84,29.68208719208719,19.639999999999997,0.0,1.9575785851842924,,,,3511.753061109991,1755.8765305549955,,858.0,74.0,31.0,43.0,34.0,81.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,,0.0,0.0,0.3989866852262545,0.3860528536967114,0.3925197694614829,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,13,2,2,PASS,
Rx,55,sre2,Yes,5,0.49000000000000005,0.69,0.5640000000000001,0.22199999999999998,16.672,16.639999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10647999999999999,0.00944,0.16,0.0005947353470315311,0.0,0.0,,,74.76,56.04,0.0,0.0,0.0,0.0,,,,,15.349339157386925,14.86,28.080000000000002,16.759080110097063,19.68,30.2,27.06006344096203,16.7,29.330625130196005,16.64,0.4,1.8908954905747155,,,,3014.6401385124964,1507.3200692562482,,895.0,118.0,31.0,33.2,32.4,70.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,,0.0,0.8944271909999161,0.36803624022399284,0.400005527716692,0.3840208839703424,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,14,5,12,PASS,
Rx,62,sre2,Yes,5,0.476,0.654,0.548,0.21799999999999997,19.304000000000002,18.942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09190000000000001,0.00912,0.14,0.0007052089803886771,0.0,0.0,,,67.67999999999999,52.21999999999999,0.0,0.0,0.0,0.0,,,,,18.192845928413846,18.32,30.339999999999996,17.50924670433145,20.7,30.919999999999998,27.942345194782142,19.3,29.468176235690834,18.94,1.0,1.6310613561586575,,,,3607.7885836521646,1803.8942918260823,,955.0,118.0,31.0,44.0,37.0,89.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,,,0.0,1.7320508075688772,0.26059331075898523,0.4101446797784785,0.3353689952687319,5,1.0,0,0,2,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,15,6,12,PASS,
Rx,66,sre20,Yes,5,0.484,0.654,0.5359999999999999,0.266,16.696,20.554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03974,0.009,0.1,0.0007080915045989886,0.0,0.0,,,70.66,30.9,0.0,0.0,0.0,0.0,,,,,17.685282249326853,17.98,28.940000000000005,20.94734995258095,22.88,26.759999999999998,25.317417438821572,16.7,29.82277789091403,20.580000000000002,0.0,2.04879717047011,,,,3286.8205828232203,1643.4102914116102,,966.0,122.0,31.0,42.2,35.4,68.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,0.0,0.0,0.35035014267693393,0.27338974483371037,0.3118699437553222,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,16,3,4,PASS,
Rx,189,sre9,Yes,5,0.524,0.6679999999999999,0.588,0.136,25.992,25.240000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04962,0.00862,0.04,0.0006368800859818824,0.0,0.0,,,71.0,56.5,0.0,0.0,0.0,0.0,,,,,16.38066907910797,14.9,29.880000000000003,15.089689065723547,13.469999999999999,29.779999999999994,29.94348103792415,25.979999999999997,30.491328317723525,25.24,0.0,2.192609228525031,,,,1500.9046140626233,750.4523070313116,,835.0,117.0,31.0,16.0,16.8,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,,,0.0,0.0,0.049779274719624664,0.09376031910916559,0.07176979691439513,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,17,5,5,PASS,
Rx,54,sre2,Partially,5,0.49400000000000005,0.658,0.58,0.202,17.532,17.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0659,0.00922,0.44000000000000006,0.0008948899569946874,15.0,0.0,,,74.28,55.720000000000006,0.0,0.0,0.0,0.0,,,,,16.038818702254606,15.52,29.880000000000003,16.503005939446616,20.02,29.8,28.10735875706215,17.56,29.417734842735477,17.06,0.2,1.5864469147081635,,,,2751.0726031357954,1375.5363015678977,,804.0,118.0,31.0,33.0,28.4,69.2,1.0,0.0,0.0,0.0,0.0,15.0,0.0,0.44,6.206335383118183e-17,,,0.0,0.447213595499958,0.32030039898178647,0.3865177197931957,0.3534090593874911,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,18,7,12,PASS,
Rx,63,sre2,Partially,5,0.458,0.642,0.528,0.238,18.614,18.428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10913999999999999,0.00924,0.15,0.0006915843132924786,0.0,0.0,,,71.54,54.260000000000005,0.0,0.0,0.0,0.0,,,,,17.58831520558939,18.279999999999998,28.96,16.563540489642186,19.69,29.619999999999997,26.768220615027882,18.62,29.053811995068003,18.42,1.4,1.3702933837991145,,,,4114.691682851966,2057.345841425983,,921.0,118.0,31.0,50.4,44.6,105.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,,,1.0,1.51657508881031,0.3804582416863118,0.5132421129486906,0.4468501773175012,5,1.0,0,0,4,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,19,8,12,CHECK,AB_CLASH_REPEATED
Rx,73,sre23,Partially,5,0.512,0.696,0.57,0.196,19.648000000000003,19.619999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11404,0.0094,0.27,0.0005465344032349783,0.0,0.0,,,75.78,71.67999999999999,0.0,0.0,0.0,0.0,,,,,14.366594057288768,13.460000000000003,26.540000000000003,8.799494374020796,4.040000000000001,26.557999999999993,27.643485815378785,19.639999999999997,28.98770350245361,19.619999999999997,0.2,1.8165163249980434,,,,2534.724518920977,1267.3622594604885,,798.0,119.0,31.0,27.6,34.8,70.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,,,0.0,0.447213595499958,0.2221357533527129,0.4656111931519356,0.34387347325232426,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,20,1,7,PASS,
Rx,56,sre2,Partially,5,0.534,0.6839999999999999,0.6199999999999999,0.18200000000000002,21.279999999999998,19.208000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0477,0.008879999999999999,0.19,0.0006684914201494894,0.0,0.0,,,72.17999999999999,56.160000000000004,0.0,0.0,0.0,0.0,,,,,15.772310713513178,13.74,30.1,17.13014921048819,20.29,30.620000000000005,28.499738919886305,21.28,29.35863606695442,19.22,0.0,2.076647771663139,,,,2555.2666667894996,1277.6333333947498,,805.0,118.0,31.0,28.8,23.8,55.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,,,0.0,0.0,0.27055779623877085,0.411846707882303,0.3412022520605369,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,21,9,12,PASS,
Rx,61,sre2,Partially,5,0.48200000000000004,0.66,0.554,0.276,14.190000000000001,15.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06322,0.00976,0.19,0.000676789077212806,0.0,0.0,,,70.85999999999999,52.96,0.0,0.0,0.0,0.0,,,,,18.200828959190428,18.859999999999996,29.68,17.136113284079386,20.189999999999998,30.339999999999996,25.786529963680387,14.179999999999998,29.12839739709443,15.500000000000004,0.2,1.839113804832499,,,,2831.335891314813,1415.6679456574066,,1008.0,118.0,31.0,32.0,27.2,61.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,,,0.0,0.447213595499958,0.24898188963872953,0.3714489120355394,0.3102154008371345,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,22,10,12,PASS,
Rx,58,sre2,Partially,5,0.508,0.662,0.588,0.16,22.75,21.902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06062000000000001,0.008819999999999998,0.16,0.0006122489014438168,0.0,0.0,,,71.78,56.339999999999996,0.0,0.0,0.0,0.0,,,,,16.596502698382043,15.580000000000002,30.18,17.099892800231782,19.91,30.560000000000002,29.46709804613936,22.76,30.070113582862525,21.9,0.0,1.9428032606750798,,,,2391.8964002829985,1195.9482001414992,,864.0,118.0,31.0,25.6,23.6,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,,,0.0,0.0,0.1348573159240813,0.4296873507081487,0.282272333316115,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,23,11,12,PASS,
Rx,69,sre20,Partially,5,0.502,0.674,0.558,0.192,19.894,22.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.00856,0.08,0.0006508662684796882,0.0,0.0,,,73.42,34.720000000000006,0.0,0.0,0.0,0.0,,,,,15.002443715715476,14.300000000000002,27.1,20.25037257824143,22.220000000000002,26.32,27.022607489304022,19.9,30.1398059897488,22.740000000000002,0.0,2.0439340602347214,,,,2398.2739305628083,1199.1369652814042,,774.0,122.0,31.0,26.6,27.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,,,0.0,0.0,0.3110823205478708,0.24468196313131013,0.2778821418395905,5,1.0,0,0,0,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,24,4,4,PASS,
Rx,65,sre2,Partially,5,0.536,0.6759999999999999,0.608,0.156,22.482,21.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03586,0.008679999999999998,0.18,0.0006927473393772173,0.0,0.0,,,73.85999999999999,57.90000000000001,0.0,0.0,0.0,0.0,,,,,15.202122807545354,13.879999999999999,28.7,16.89803708532522,19.169999999999998,30.5,29.231461919152103,22.48,29.72013927210616,21.02,0.2,2.173998233662646,,,,1679.7509638650602,839.8754819325301,,774.0,118.0,31.0,19.6,16.0,36.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,,,0.0,0.447213595499958,0.15061039203994062,0.27746159799952375,0.2140359950197322,5,1.0,0,0,1,0,,,manual_vLRR_class,False,,True,benchmark_ShrakeRupley_256pt_Bondi,25,12,12,PASS,
